Time,31P | 31P,43Ca | 43Ca,55Mn | 55Mn,85Rb | 85Rb,87Sr | 87Sr,89Y | 89Y,93Nb | 93Nb,139La | 139La,172Yb | 172Yb,175Lu | 175Lu,176Hf | 176Hf.14N5.1H12,178Hf | 178Hf.14N5.1H12,181Ta | 181Ta,204Pb | 204Pb,206Pb | 206Pb,208Pb | 208Pb,232Th | 232Th.14N.1H,238U | 238U.14N.1H,
,dwell time=0.001;xcal factor=66824.62237,dwell time=0.001;xcal factor=71719.77352,dwell time=0.005;xcal factor=77663.90594,dwell time=0.005;xcal factor=90291.4326,dwell time=0.005;xcal factor=90610.77921,dwell time=0.005;xcal factor=90930.12583,dwell time=0.005;xcal factor=91568.81905,dwell time=0.005;xcal factor=94936.52692,dwell time=0.005;xcal factor=102737.50764,dwell time=0.005;xcal factor=103446.6877,dwell time=0.005;xcal factor=103683.08106,dwell time=0.005;xcal factor=104155.86777,dwell time=0.005;xcal factor=104865.04783,dwell time=0.005;xcal factor=110302.095,dwell time=0.005;xcal factor=110075.4461,dwell time=0.005;xcal factor=109848.79721,dwell time=0.005;xcal factor=107129.01044,dwell time=0.005;xcal factor=106791.55622,
393.26129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
393.51123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
393.76136,1000.04000160006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
394.01114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
394.26139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
394.51132,0,0,400.006400102402,0,200.0016000128,0,0,0,0,0,0,0,0,0,0,0,0,0,
394.76126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
395.01094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
395.26128,1000.04000160006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
395.51114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
395.76156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
396.01132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
396.26147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
396.51118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
396.76133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
397.01109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
397.26139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
397.51119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
397.76145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
398.01111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
398.2613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0016000128,0,0,
398.51111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
398.76134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
399.01117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
399.26133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
399.51103,0,0,200.0016000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
399.76123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
400.01097,0,0,200.0016000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
400.26135,1000.04000160006,0,200.0016000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
400.51111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
400.76132,0,0,200.0016000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
401.01112,0,0,0,200.0016000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
401.26133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
401.51103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
401.76131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
402.01104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
402.26138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
402.51135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
402.7613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
403.01104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
403.26133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
403.51122,1000.04000160006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
403.76124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
404.01094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
404.26136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
404.51106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
404.76132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
405.01109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
405.26134,0,0,200.0016000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
405.51114,0,0,200.0016000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
405.76144,0,0,0,200.0016000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
406.01132,0,0,200.0016000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
406.26128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
406.5111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
406.76134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
407.01103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
407.26136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
407.51117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
407.76137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
408.01106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
408.26136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
408.51097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
408.76122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
409.01084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
409.26132,1000.04000160006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0016000128,0,0,
409.51119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
409.76119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
410.01113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
410.26127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0016000128,0,0,
410.5111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0016000128,0,0,
410.76157,0,0,1200.05760276493,0,0,0,0,0,0,0,0,0,0,0,200.0016000128,400.006400102402,0,0,
411.01145,0,0,1400.07840439065,0,0,0,0,0,0,0,0,0,0,0,200.0016000128,0,0,0,
411.26131,0,1000.04000160006,2200.1936170383,0,0,0,0,0,0,0,0,0,0,0,0,600.014400345608,0,0,
411.51109,0,0,5001.00020004001,200.0016000128,0,0,0,0,0,0,0,0,0,0,400.006400102402,800.025600819226,0,0,
411.76135,0,0,3400.46246289495,200.0016000128,0,0,0,0,0,0,0,0,0,0,400.006400102402,600.014400345608,0,0,
412.01127,0,0,5401.16665199683,0,0,0,0,0,0,0,0,0,0,0,600.014400345608,200.0016000128,0,0,
412.2614,0,0,4400.77453631839,0,0,0,0,0,0,0,0,0,0,0,400.006400102402,200.0016000128,0,0,
412.51123,0,0,5001.00020004001,0,0,0,0,0,0,0,0,0,0,0,400.006400102402,200.0016000128,0,0,
412.76138,0,0,5401.16665199683,0,0,0,0,0,0,0,0,0,0,600.014400345608,0,1800.12960933187,0,0,
413.01105,0,0,3800.57768780855,0,0,0,0,0,0,0,0,0,0,0,200.0016000128,200.0016000128,0,0,
413.26125,0,0,5001.00020004001,0,0,0,0,0,0,0,0,0,0,0,400.006400102402,1000.04000160006,0,0,
413.51119,0,0,5401.16665199683,200.0016000128,0,0,0,0,0,0,0,0,0,0,400.006400102402,1000.04000160006,0,0,
413.76139,0,0,4400.77453631839,200.0016000128,0,0,0,0,0,0,0,0,0,0,200.0016000128,200.0016000128,0,0,
414.01116,0,0,6801.85010322808,0,0,0,0,0,0,0,0,0,0,0,200.0016000128,1200.05760276493,0,0,
414.26141,0,0,5801.34591225164,0,0,0,0,0,0,0,0,0,0,0,600.014400345608,600.014400345608,0,0,
414.511,0,0,9203.38684635946,200.0016000128,0,0,0,0,0,0,0,0,0,0,200.0016000128,800.025600819226,0,0,
414.76119,0,0,9003.24116682005,200.0016000128,200.0016000128,0,0,0,0,0,0,0,0,0,200.0016000128,400.006400102402,0,0,
415.01101,0,0,10404.3282005314,0,0,0,0,0,0,0,0,0,0,0,0,800.025600819226,0,0,
415.26131,0,0,10204.1632986258,0,0,0,0,200.0016000128,0,0,0,0,0,0,600.014400345608,1200.05760276493,0,0,
415.51119,0,0,11805.5722300926,0,200.0016000128,0,0,0,0,0,0,0,0,0,200.0016000128,1000.04000160006,0,0,
415.7614,0,0,12606.3536022155,200.0016000128,0,0,0,0,0,0,0,0,0,0,200.0016000128,1400.07840439065,0,0,
416.01127,0,0,11205.0198488923,0,0,0,0,200.0016000128,200.0016000128,0,0,0,0,0,400.006400102402,1800.12960933187,0,0,
416.2613,0,0,12205.9565067753,0,0,0,0,0,0,0,0,0,0,0,0,200.0016000128,0,0,
416.51106,0,0,15209.2472223112,0,400.006400102402,0,0,0,0,0,0,0,0,0,200.0016000128,1200.05760276493,0,0,
416.76124,0,0,18814.1482394761,0,0,0,0,0,0,0,0,0,0,0,600.014400345608,200.0016000128,0,0,
417.01113,1000.04000160006,2000.16001280102,28432.2990917683,0,0,0,0,0,0,0,0,0,0,0,1200.05760276493,1200.05760276493,0,0,
417.26137,1000.04000160006,0,46887.7739127647,0,0,200.0016000128,0,0,0,0,0,0,0,0,200.0016000128,1800.12960933187,200.0016000128,0,
417.51146,0,0,51706.7226756024,200.0016000128,0,0,0,0,0,0,0,0,0,0,600.014400345608,2000.16001280102,0,0,
417.76141,0,0,62757.1438882963,0,200.0016000128,0,0,0,0,0,0,0,0,0,200.0016000128,2000.16001280102,0,0,
418.01104,0,0,78646.6358500257,200.0016000128,0,0,0,0,200.0016000128,0,0,0,0,0,1200.05760276493,1600.10240655402,0,0,
418.2612,0,0,54920.3854849831,0,0,0,0,0,0,0,0,0,0,0,1000.04000160006,2200.1936170383,0,0,
418.51111,0,0,56326.6222468108,0,0,0,0,0,0,0,0,0,0,0,1200.05760276493,2200.1936170383,0,0,
418.7613,0,0,47891.5686793148,400.006400102402,0,0,0,0,0,0,0,0,0,0,1000.04000160006,2600.27042812453,200.0016000128,0,
419.01114,0,0,53916.0272907297,0,0,0,0,0,0,0,0,0,0,0,1400.07840439065,2000.16001280102,0,0,
419.26149,0,1000.04000160006,54719.5074041707,800.025600819226,200.0016000128,0,0,0,200.0016000128,0,0,0,0,200.0016000128,1000.04000160006,1600.10240655402,200.0016000128,0,
419.51133,0,0,48293.1091143725,0,0,0,0,0,0,0,0,0,0,0,1000.04000160006,1800.12960933187,200.0016000128,0,
419.76123,0,0,36854.249455198,0,0,0,0,600.014400345608,0,0,0,0,0,0,200.0016000128,1600.10240655402,200.0016000128,0,
420.01102,0,0,43676.1712426472,0,0,0,0,0,0,0,0,0,0,0,1400.07840439065,1000.04000160006,0,0,
420.26126,0,0,45683.3263873305,600.014400345608,0,0,0,0,0,0,0,0,0,0,1200.05760276493,2200.1936170383,200.0016000128,0,
420.51113,0,0,39060.9350586916,0,1200.05760276493,0,0,0,0,0,0,0,0,0,1200.05760276493,2400.23042212052,0,0,
420.76141,0,0,39261.5621294189,0,0,200.0016000128,0,0,200.0016000128,0,0,0,0,200.0016000128,600.014400345608,1000.04000160006,0,0,
421.0114,0,0,36252.4936107484,200.0016000128,0,0,0,0,0,0,0,0,0,0,2200.1936170383,2600.27042812453,0,0,
421.26147,0,0,57130.2569859279,0,0,0,0,0,0,0,0,0,0,0,1800.12960933187,2200.1936170383,0,0,
421.51119,0,0,57532.0936871056,200.0016000128,0,0,0,0,0,0,0,0,0,0,2600.27042812453,1200.05760276493,200.0016000128,0,
421.76129,0,0,72409.1175314308,0,0,0,0,200.0016000128,0,0,0,0,0,200.0016000128,1800.12960933187,5601.25468104855,200.0016000128,200.0016000128,
422.01125,0,0,90526.6200451228,400.006400102402,200.0016000128,0,0,200.0016000128,200.0016000128,0,0,0,0,800.025600819226,3600.51847466035,12205.9565067753,400.006400102402,400.006400102402,
422.26135,0,0,355586.748561831,1000.04000160006,0,1000.04000160006,400.006400102402,1000.04000160006,400.006400102402,400.006400102402,0,0,0,800.025600819226,9203.38684635946,18012.9693379233,600.014400345608,1400.07840439065,
422.51134,0,4000.64010241639,961181.443838021,1200.05760276493,1600.10240655402,2000.16001280102,200.0016000128,1800.12960933187,800.025600819226,600.014400345608,0,0,0,1000.04000160006,18814.1482394761,29635.0879441258,1000.04000160006,3000.36004320518,
422.76136,2000.16001280102,4000.64010241639,1035738.79353579,4000.64010241639,2400.23042212052,5801.34591225164,0,4800.92177698118,2200.1936170383,800.025600819226,0,0,0,1600.10240655402,20216.3347985172,39462.1924152464,1800.12960933187,4400.77453631839,
423.01094,1000.04000160006,15009.0054032419,3058106.90408769,2800.31363512713,4800.92177698118,13607.4024269202,200.0016000128,9403.53572943427,5801.34591225164,2000.16001280102,0,0,400.006400102402,2600.27042812453,42873.3992595323,97377.8259647432,2800.31363512713,8002.56081946223,
423.2613,5001.00020004001,24023.0621396541,8337699.22956073,3800.57768780855,3800.57768780855,29835.5639922788,200.0016000128,18213.259252736,9403.53572943427,6201.53798141939,0,0,0,2600.27042812453,65772.5872689938,117550.134630069,4600.84655576626,22019.3770518056,
423.51112,2000.16001280102,39060.9350586916,7947826.42176616,5801.34591225164,7602.31110257518,46887.7739127647,0,28632.7558727184,16811.2971917128,8803.09869073914,0,0,0,3400.46246289495,70799.9390278146,159207.464837492,6801.85010322808,42672.714305176,
423.76131,6001.44034568296,104434.447300771,12700857.4649987,6001.44034568296,7202.07419736884,79451.7029950884,0,44278.2840061228,24824.6260290208,10804.6676164103,0,0,0,3000.36004320518,88713.6916135455,188003.256305061,6601.74286011507,44478.9946945776,
424.01078,0,98385.6718335877,17163425.5000338,6401.6388195378,7802.43435952017,102014.587282717,200.0016000128,56728.433172703,40666.0416516423,14608.5313823273,0,0,0,8803.09869073914,115127.745585765,248852.692133669,9003.24116682005,47088.5264296878,
424.26133,5001.00020004001,118559.601318222,25781012.5026005,4400.77453631839,12005.7627661277,130073.259189565,0,62154.1422728366,54317.7609056434,19014.4509827469,0,0,0,5601.25468104855,135126.439740042,278876.566279192,12005.7627661277,59139.5693837456,
424.51113,5001.00020004001,151917.582196467,22068677.7988993,3000.36004320518,15609.7404780583,151917.582196467,0,79049.1629616551,56728.433172703,20817.3200102485,0,0,0,6401.6388195378,144631.922820061,257627.803596686,15009.0054032419,66576.8280553149,
424.76134,10004.0016006403,164069.734670049,24289865.5086452,4400.77453631839,18413.5523745477,153942.125809957,0,75426.8840672744,51305.072789072,26227.4864057532,0,0,0,11004.8421305374,130275.347400926,276422.961507041,17211.841747122,70196.5503409547,
425.01113,6001.44034568296,185364.281108962,29690613.5273771,2800.31363512713,16811.2971917128,179682.212266735,0,86095.4796862833,53112.5987092636,24624.2302425587,0,0,0,7001.96054895371,137552.688310435,278672.081021177,14808.7667899396,86901.0251511235,
425.26137,4000.64010241639,212795.998225019,26636868.7460061,2600.27042812453,15409.4922472243,167109.607795764,0,97377.8259647432,66174.7012111976,23822.6791905894,0,0,0,8402.82334864514,154347.073643879,292789.329275695,16410.7654621432,74018.5026197335,
425.51112,6001.44034568296,184349.437885321,27323417.6744731,1000.04000160006,15809.9919148902,202019.387409474,0,101409.695168481,57331.1737254839,22620.4488857928,0,0,0,10004.0016006403,129871.174228412,305487.849316954,15609.7404780583,78244.1216595779,
425.76144,7001.96054895371,257627.803596686,31473776.8076487,200.0016000128,15009.0054032419,194501.551981296,0,108670.325167324,72207.9589216945,29434.6151073663,0,0,0,9803.84310649775,153942.125809957,317173.550237374,14608.5313823273,88713.6916135455,
426.01126,15009.0054032419,211778.943122227,32909005.7893307,1000.04000160006,18814.1482394761,206288.263145583,0,103627.775457087,64566.3228476556,35650.7666917691,0,0,0,7001.96054895371,145238.89988574,322712.65001175,16010.246557797,83880.4963798944,
426.26151,5001.00020004001,235191.989340655,36950635.4541971,1000.04000160006,16410.7654621432,191861.215013543,0,131285.837213604,73012.6127282647,29635.0879441258,0,0,0,9603.68781612139,137957.108612063,311021.836324759,12806.5569571621,104232.774479639,
426.5114,13006.7635170289,260690.324145178,34311615.9305199,1000.04000160006,19014.4509827469,196329.801815748,0,102619.508550956,69593.1906973759,31439.4879969241,0,0,0,9203.38684635946,140383.903718363,352912.542592893,13006.7635170289,86498.2459520426,
426.76134,1000.04000160006,225007.063001978,37958712.9532356,600.014400345608,20416.6599945556,233154.346158505,0,119569.149149954,79854.2559509478,28833.2158646761,0,0,0,10204.1632986258,149690.960597476,341810.337836742,17812.6826300326,96974.7102805239,
427.01101,3000.36004320518,248444.695806738,36894717.4419238,1200.05760276493,22620.4488857928,217068.525870695,0,117550.134630069,76634.1940971609,32442.0448901777,0,0,0,10004.0016006403,158599.813222555,371437.850125842,19815.6940296715,110889.688866032,
427.26134,8002.56081946223,288286.465709084,36641533.1085751,200.0016000128,23822.6791905894,245589.090674077,0,133307.060649686,80256.8218298555,26628.3325458288,0,0,0,8402.82334864514,137350.483039327,355792.480080489,17211.841747122,102014.587282717,
427.51115,6001.44034568296,276014.073684636,35521619.5849899,800.025600819226,19014.4509827469,197548.782454443,0,138159.32364274,86699.6339348789,38860.311202987,0,0,0,9003.24116682005,139979.405328871,418283.269482606,16210.5044068556,111091.46865734,
427.76135,3000.36004320518,295450.866116238,36299811.9224603,0,23421.922919853,214016.572668813,0,121588.488283291,73414.9589999519,33645.2191745706,0,0,0,10004.0016006403,184958.334004932,324764.78358469,21819.0261908384,86699.6339348789,
428.01103,4000.64010241639,278058.645096057,38284901.3581634,0,18413.5523745477,224192.62404249,0,127850.503361101,79250.4313631074,36653.6609596449,0,0,0,11004.8421305374,167109.607795764,339755.440952288,22620.4488857928,109679.078213637,
428.26118,11004.8421305374,259669.401446874,40224945.728424,600.014400345608,20216.3347985172,239064.418168896,0,117752.021476683,78244.1216595779,31038.4877247787,0,0,0,8402.82334864514,175016.7162111,318199.126623403,20016.0128102482,96168.5177600565,
428.51122,5001.00020004001,273969.832989607,40015253.182399,600.014400345608,21618.6785382571,257627.803596686,0,135732.957973054,85289.9859522376,35049.0686961746,0,0,0,8602.95941803981,208524.918122711,302004.728438644,19014.4509827469,121386.539760121,
428.76137,10004.0016006403,307742.144476838,40532494.7959273,0,18814.1482394761,240491.402079009,0,126638.256814344,76030.5245504369,30437.0114058695,0,0,0,7802.43435952017,155561.995379426,368142.4837238,18814.1482394761,106249.648512505,
429.01116,4000.64010241639,213813.135388091,36998787.0758769,2400.23042212052,18814.1482394761,209338.345622045,0,140181.652896551,82672.4885221691,35650.7666917691,0,0,0,8803.09869073914,164475.008656579,334208.88359235,17812.6826300326,90526.6200451228,
429.26137,9003.24116682005,238249.071232434,43960579.6039058,200.0016000128,22019.3770518056,203645.455278652,0,129669.09251739,82068.5282243501,34447.3996218797,0,0,0,9203.38684635946,152727.360533157,295041.362451636,19815.6940296715,97176.2665039031,
429.51131,16010.246557797,324149.108589951,39277446.0760149,400.006400102402,18413.5523745477,236618.535387796,0,124416.108569637,80458.109615647,29234.1454819229,0,0,0,8803.09869073914,155764.493745271,349005.102247747,15609.7404780583,105846.247780643,
429.76132,8002.56081946223,263753.587453009,35395804.0573749,600.014400345608,20016.0128102482,237637.595600171,0,122800.247610319,82269.8450919014,34848.5091247016,0,0,0,7802.43435952017,267226.184123288,375352.209888673,21418.3340939844,102821.155452734,
430.01092,10004.0016006403,178262.095637111,36035754.6422808,0,20616.9883984403,231524.468523169,0,128052.555824482,71805.6513855683,34046.302972042,0,0,0,7402.19104855037,153537.191013949,364230.347794327,19815.6940296715,92742.777304919,
430.26125,3000.36004320518,206694.898164953,36902483.8325173,0,18814.1482394761,192876.663737575,0,126234.200623935,82068.5282243501,35650.7666917691,0,0,0,8202.69048247825,163056.606812143,379886.135678841,20616.9883984403,101409.695168481,
430.51111,10004.0016006403,288286.465709084,33424694.1247402,200.0016000128,19014.4509827469,232339.381020436,0,126840.289782824,55121.2667869313,37456.0342272039,0,0,0,5601.25468104855,151512.712580585,342632.389911605,16611.0297237366,95362.3770327244,
430.7615,19014.4509827469,271925.922930735,35631902.3314179,200.0016000128,20416.6599945556,201612.903225806,0,109275.567268754,68788.7563474173,32843.0901342561,0,0,0,9003.24116682005,178464.959633885,350033.259243636,14608.5313823273,87102.4196008542,
431.01129,8002.56081946223,236210.934345474,37349827.9307039,600.014400345608,17011.567866149,198361.501741711,0,114320.386398888,82873.815085041,31238.986254846,0,0,0,12606.3536022155,189018.394028792,362377.651890207,16611.0297237366,88512.2712931221,
431.26144,7001.96054895371,281126.122482,34162501.2311244,400.006400102402,15209.2472223112,244569.388233203,200.0016000128,115733.299041985,68788.7563474173,32241.5270868879,0,200.0016000128,0,8803.09869073914,169136.597938144,334825.04783215,16811.2971917128,84685.8995970396,
431.51102,2000.16001280102,241306.893905739,33646812.8957148,0,18814.1482394761,218289.514033474,0,130073.259189565,68185.4644633403,32241.5270868879,0,0,0,9603.68781612139,154549.552450254,317994.00469902,17612.3991289868,101208.070942038,
431.7613,13006.7635170289,211778.943122227,36113418.5482159,200.0016000128,19415.0660912868,193689.081659801,0,125022.110019457,72006.8035397662,35249.6314811254,0,0,0,9403.53572943427,156372.008404241,377825.059485622,18213.259252736,91936.856642739,
432.01122,4000.64010241639,256607.128424796,35599283.4909251,0,14808.7667899396,240695.270095632,0,139170.447597902,68386.5585316744,29434.6151073663,0,0,0,8002.56081946223,140788.415124698,322712.65001175,17612.3991289868,100804.83220614,
432.26132,14007.84439286,246404.91194054,29695273.3617332,600.014400345608,16410.7654621432,209338.345622045,0,98788.8328460822,72610.2793690528,27430.063349431,0,0,0,9803.84310649775,149286.162661559,370819.903712664,18413.5523745477,79854.2559509478,
432.51119,8002.56081946223,208728.270076231,26206610.7071253,400.006400102402,16611.0297237366,169136.597938144,0,97176.2665039031,68989.8600949814,23421.922919853,0,0,0,6601.74286011507,134115.6410607,281535.175716782,15209.2472223112,87706.6223517417,
432.76154,7001.96054895371,219917.682188685,25571319.9565756,1200.05760276493,17812.6826300326,163867.102571949,0,91936.856642739,65370.4862280828,25425.8326459683,0,0,0,4600.84655576626,106047.946526126,261507.121724088,16010.246557797,64566.3228476556,
433.01137,9003.24116682005,179276.448311981,24937582.4841446,1800.12960933187,13607.4024269202,144429.603643327,0,83075.144879842,50903.435781508,21819.0261908384,0,0,0,6001.44034568296,116338.881700035,236618.535387796,15009.0054032419,55924.8242076314,
433.26126,5001.00020004001,208728.270076231,22130808.9236474,1800.12960933187,10804.6676164103,118155.804906279,0,76231.74450329,39462.1924152464,17011.567866149,0,0,0,6201.53798141939,100603.217696528,205475.032464652,10004.0016006403,44679.7086001427,
433.51115,1000.04000160006,120578.778135048,16518815.0807718,2200.1936170383,8803.09869073914,107258.207060563,0,56125.7216164208,33043.6175751993,16010.246557797,0,0,0,3000.36004320518,86699.6339348789,172583.230629194,8002.56081946223,44478.9946945776,
433.76126,4000.64010241639,83276.4779066501,19510428.7373947,6001.44034568296,9603.68781612139,92339.8105026498,0,44880.4257228954,30637.5003003677,12005.7627661277,0,0,0,4200.70571856072,60345.3115101164,139170.447597902,7602.31110257518,42472.032567234,
434.01117,4000.64010241639,85289.9859522376,11276501.4301477,1400.07840439065,8803.09869073914,77036.6566091032,0,35450.1974796312,22620.4488857928,7402.19104855037,0,0,0,2000.16001280102,39662.8259162513,97579.3886631222,5601.25468104855,28432.2990917683,
434.26131,2000.16001280102,52108.3854417188,7635617.51990677,2800.31363512713,6801.85010322808,64365.2900648866,0,31038.4877247787,17011.567866149,5801.34591225164,0,0,0,1600.10240655402,30837.992406645,73012.6127282647,4800.92177698118,15609.7404780583,
434.51143,2000.16001280102,49096.2286080718,5201630.70789845,1200.05760276493,4600.84655576626,35650.7666917691,200.0016000128,17011.567866149,17011.567866149,4800.92177698118,0,0,0,1400.07840439065,24624.2302425587,56125.7216164208,1800.12960933187,14608.5313823273,
434.76132,1000.04000160006,27029.191526849,4066184.40312623,2000.16001280102,3400.46246289495,22620.4488857928,0,14808.7667899396,9203.38684635946,3800.57768780855,0,0,0,800.025600819226,30437.0114058695,45482.5963950534,2200.1936170383,9803.84310649775,
435.01112,0,25025.025025025,2916758.59528567,2200.1936170383,2400.23042212052,14808.7667899396,0,9203.38684635946,4000.64010241639,2400.23042212052,0,0,0,2000.16001280102,22820.8125810739,190845.848145551,1600.10240655402,3400.46246289495,
435.26133,0,32041.0124959949,5925458.31121426,2400.23042212052,2200.1936170383,63561.1911808346,0,8803.09869073914,2600.27042812453,1800.12960933187,0,0,0,2200.1936170383,21819.0261908384,2479964.75387921,1400.07840439065,6601.74286011507,
435.51117,2000.16001280102,13006.7635170289,3211881.43783933,3000.36004320518,3400.46246289495,13407.186251831,0,8202.69048247825,6201.53798141939,3200.40965243551,0,0,0,1400.07840439065,32843.0901342561,59943.3845759056,3400.46246289495,5601.25468104855,
435.76137,0,13006.7635170289,5541798.61589451,4400.77453631839,3400.46246289495,21418.3340939844,200.0016000128,15609.7404780583,4800.92177698118,2400.23042212052,0,0,0,1400.07840439065,44077.5765347011,90526.6200451228,2400.23042212052,9803.84310649775,
436.01126,0,66174.7012111976,5018343.88989145,5401.16665199683,7402.19104855037,24824.6260290208,0,16210.5044068556,9603.68781612139,3600.51847466035,0,0,0,3000.36004320518,39462.1924152464,107661.653168788,3800.57768780855,12406.1534521122,
436.26137,0,42070.6787402837,7003433.32559446,7001.96054895371,6201.53798141939,31038.4877247787,200.0016000128,16410.7654621432,12406.1534521122,7602.31110257518,0,0,0,1800.12960933187,61752.1573156257,109073.816659569,5001.00020004001,13206.9732818928,
436.51104,2000.16001280102,29033.6790677186,6278052.44415995,4800.92177698118,6001.44034568296,38860.311202987,0,21017.6548300572,18814.1482394761,4600.84655576626,0,0,0,2000.16001280102,49497.8076679519,98184.0961842729,2600.27042812453,11605.3848985929,
436.76127,1000.04000160006,41067.3504547458,6767335.05155154,3000.36004320518,4000.64010241639,33244.1482288479,0,16410.7654621432,13006.7635170289,4600.84655576626,0,0,0,2200.1936170383,45081.1460629132,80256.8218298555,1600.10240655402,15209.2472223112,
437.01123,0,35049.0686961746,6605794.12720638,2200.1936170383,4600.84655576626,25025.025025025,0,15809.9919148902,9403.53572943427,4000.64010241639,0,0,200.0016000128,1600.10240655402,42070.6787402837,79652.977857676,3000.36004320518,10204.1632986258,
437.26139,1000.04000160006,30036.0432519023,4889421.80603906,2600.27042812453,3800.57768780855,23221.549598027,400.006400102402,16811.2971917128,7602.31110257518,2400.23042212052,0,0,0,1600.10240655402,29234.1454819229,61752.1573156257,1600.10240655402,12406.1534521122,
